from,to,multimodal,segm
MEN/Tees_Tanks/id_00004047/01_3_back.jpg,MEN/Tees_Tanks/id_00004047/01_4_full.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00004047/01_3_back.jpg,MEN/Tees_Tanks/id_00004047/01_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00003192/05_7_additional.jpg,WOMEN/Blouses_Shirts/id_00003192/05_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00003192/05_3_back.jpg,WOMEN/Blouses_Shirts/id_00003192/05_7_additional.jpg,TRUE,TRUE
WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,TRUE,TRUE
WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,TRUE,TRUE
WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,TRUE,TRUE
WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,WOMEN/Jackets_Coats/id_00005019/03_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,WOMEN/Jackets_Coats/id_00005019/03_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00005019/03_7_additional.jpg,WOMEN/Jackets_Coats/id_00005019/03_3_back.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_7_additional.jpg,WOMEN/Jackets_Coats/id_00000298/02_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_7_additional.jpg,WOMEN/Jackets_Coats/id_00000298/02_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_1_front.jpg,WOMEN/Jackets_Coats/id_00000298/02_7_additional.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_1_front.jpg,WOMEN/Jackets_Coats/id_00000298/02_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_2_side.jpg,WOMEN/Jackets_Coats/id_00000298/02_7_additional.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00000298/02_2_side.jpg,WOMEN/Jackets_Coats/id_00000298/02_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,WOMEN/Tees_Tanks/id_00003052/03_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,WOMEN/Tees_Tanks/id_00003052/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,WOMEN/Tees_Tanks/id_00003052/03_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00003052/03_1_front.jpg,WOMEN/Tees_Tanks/id_00003052/03_7_additional.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00007192/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00007192/02_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00007192/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00007192/02_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,WOMEN/Tees_Tanks/id_00007344/03_1_front.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,WOMEN/Tees_Tanks/id_00007344/03_4_full.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007344/03_2_side.jpg,WOMEN/Tees_Tanks/id_00007344/03_7_additional.jpg,TRUE,FALSE
WOMEN/Shorts/id_00003208/11_4_full.jpg,WOMEN/Shorts/id_00003208/11_1_front.jpg,TRUE,FALSE
WOMEN/Shorts/id_00003208/11_1_front.jpg,WOMEN/Shorts/id_00003208/11_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00000255/02_7_additional.jpg,WOMEN/Blouses_Shirts/id_00000255/02_1_front.jpg,TRUE,FALSE
WOMEN/Dresses/id_00005718/01_2_side.jpg,WOMEN/Dresses/id_00005718/01_7_additional.jpg,TRUE,FALSE
WOMEN/Dresses/id_00005718/01_2_side.jpg,WOMEN/Dresses/id_00005718/01_1_front.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_2_side.jpg,WOMEN/Dresses/id_00005718/01_3_back.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_7_additional.jpg,WOMEN/Dresses/id_00005718/01_2_side.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_7_additional.jpg,WOMEN/Dresses/id_00005718/01_1_front.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_7_additional.jpg,WOMEN/Dresses/id_00005718/01_3_back.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_1_front.jpg,WOMEN/Dresses/id_00005718/01_2_side.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_1_front.jpg,WOMEN/Dresses/id_00005718/01_7_additional.jpg,TRUE,FALSE
WOMEN/Dresses/id_00005718/01_1_front.jpg,WOMEN/Dresses/id_00005718/01_3_back.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_3_back.jpg,WOMEN/Dresses/id_00005718/01_2_side.jpg,TRUE,TRUE
WOMEN/Dresses/id_00005718/01_3_back.jpg,WOMEN/Dresses/id_00005718/01_7_additional.jpg,TRUE,FALSE
WOMEN/Dresses/id_00005718/01_3_back.jpg,WOMEN/Dresses/id_00005718/01_1_front.jpg,TRUE,TRUE
WOMEN/Shorts/id_00007714/06_4_full.jpg,WOMEN/Shorts/id_00007714/06_1_front.jpg,TRUE,FALSE
WOMEN/Shorts/id_00007714/06_1_front.jpg,WOMEN/Shorts/id_00007714/06_4_full.jpg,TRUE,TRUE
WOMEN/Sweaters/id_00003826/01_2_side.jpg,WOMEN/Sweaters/id_00003826/01_3_back.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_2_side.jpg,WOMEN/Sweaters/id_00003826/01_7_additional.jpg,TRUE,TRUE
WOMEN/Sweaters/id_00003826/01_2_side.jpg,WOMEN/Sweaters/id_00003826/01_1_front.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_3_back.jpg,WOMEN/Sweaters/id_00003826/01_2_side.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_3_back.jpg,WOMEN/Sweaters/id_00003826/01_7_additional.jpg,TRUE,TRUE
WOMEN/Sweaters/id_00003826/01_3_back.jpg,WOMEN/Sweaters/id_00003826/01_1_front.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_7_additional.jpg,WOMEN/Sweaters/id_00003826/01_2_side.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_7_additional.jpg,WOMEN/Sweaters/id_00003826/01_3_back.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_7_additional.jpg,WOMEN/Sweaters/id_00003826/01_1_front.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_1_front.jpg,WOMEN/Sweaters/id_00003826/01_2_side.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_1_front.jpg,WOMEN/Sweaters/id_00003826/01_3_back.jpg,TRUE,FALSE
WOMEN/Sweaters/id_00003826/01_1_front.jpg,WOMEN/Sweaters/id_00003826/01_7_additional.jpg,TRUE,TRUE
MEN/Tees_Tanks/id_00007075/01_2_side.jpg,MEN/Tees_Tanks/id_00007075/01_1_front.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_2_side.jpg,MEN/Tees_Tanks/id_00007075/01_3_back.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_2_side.jpg,MEN/Tees_Tanks/id_00007075/01_4_full.jpg,TRUE,TRUE
MEN/Tees_Tanks/id_00007075/01_1_front.jpg,MEN/Tees_Tanks/id_00007075/01_2_side.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_1_front.jpg,MEN/Tees_Tanks/id_00007075/01_3_back.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_1_front.jpg,MEN/Tees_Tanks/id_00007075/01_4_full.jpg,TRUE,TRUE
MEN/Tees_Tanks/id_00007075/01_3_back.jpg,MEN/Tees_Tanks/id_00007075/01_2_side.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_3_back.jpg,MEN/Tees_Tanks/id_00007075/01_1_front.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_3_back.jpg,MEN/Tees_Tanks/id_00007075/01_4_full.jpg,TRUE,TRUE
MEN/Tees_Tanks/id_00007075/01_4_full.jpg,MEN/Tees_Tanks/id_00007075/01_2_side.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_4_full.jpg,MEN/Tees_Tanks/id_00007075/01_1_front.jpg,TRUE,FALSE
MEN/Tees_Tanks/id_00007075/01_4_full.jpg,MEN/Tees_Tanks/id_00007075/01_3_back.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_7_additional.jpg,WOMEN/Jackets_Coats/id_00001803/01_2_side.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_7_additional.jpg,WOMEN/Jackets_Coats/id_00001803/01_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_2_side.jpg,WOMEN/Jackets_Coats/id_00001803/01_7_additional.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_2_side.jpg,WOMEN/Jackets_Coats/id_00001803/01_1_front.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_1_front.jpg,WOMEN/Jackets_Coats/id_00001803/01_7_additional.jpg,TRUE,FALSE
WOMEN/Jackets_Coats/id_00001803/01_1_front.jpg,WOMEN/Jackets_Coats/id_00001803/01_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001753/03_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001753/03_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00001753/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001753/03_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,TRUE,TRUE
WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,WOMEN/Blouses_Shirts/id_00005693/01_3_back.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,WOMEN/Blouses_Shirts/id_00005693/01_1_front.jpg,TRUE,FALSE
WOMEN/Blouses_Shirts/id_00005693/01_2_side.jpg,WOMEN/Blouses_Shirts/id_00005693/01_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,WOMEN/Tees_Tanks/id_00000490/02_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,WOMEN/Tees_Tanks/id_00000490/02_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,WOMEN/Tees_Tanks/id_00000490/02_7_additional.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00000490/02_4_full.jpg,WOMEN/Tees_Tanks/id_00000490/02_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,WOMEN/Tees_Tanks/id_00007721/33_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,WOMEN/Tees_Tanks/id_00007721/33_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,WOMEN/Tees_Tanks/id_00007721/33_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_4_full.jpg,WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_4_full.jpg,WOMEN/Tees_Tanks/id_00007721/33_2_side.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_4_full.jpg,WOMEN/Tees_Tanks/id_00007721/33_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_2_side.jpg,WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_2_side.jpg,WOMEN/Tees_Tanks/id_00007721/33_4_full.jpg,TRUE,TRUE
WOMEN/Tees_Tanks/id_00007721/33_2_side.jpg,WOMEN/Tees_Tanks/id_00007721/33_1_front.jpg,TRUE,FALSE
WOMEN/Tees_Tanks/id_00007721/33_1_front.jpg,WOMEN/Tees_Tanks/id_00007721/33_3_back.jpg,TRUE,FALSE
